	MF.alv.Lu#2	MF.alv.Lu#3	MF.alv.Lu.KPd28#1	MF.alv.Lu.KPd28#2	MF.alv.Lu.KPd17#1	MF.alv.Lu.KPd28#3
Rpn2	1697	1966	2272	947	1451	777
Rpp14	95	135	168	50	80	75
Rpp21	55	85	90	30	34	32
Rpp25	1	1	0	0	2	2
Rpp25l	51	80	60	16	43	48
Rpp30	83	146	92	37	77	79
Rpp38	10	40	24	5	13	17
Rpp40	58	63	59	29	44	32
Rprd1a	38	33	34	14	36	14
Rprd1b	115	170	172	70	90	58
Rprd2	263	285	330	134	209	112
Rprm	0	0	3	1	0	0
Rprml	0	0	0	0	0	0
Rps10	228	531	263	135	174	183
Rps11	937	1961	1184	537	840	486
Rps12	240	546	317	156	221	198
Rps12-ps3	10	17	11	2	4	5
Rps13	225	525	372	161	228	198
Rps14	980	2134	1221	613	826	921
Rps15	563	1222	736	247	450	411
Rps15a	252	500	316	134	233	187
Rps16	229	551	277	112	181	168
Rps17	211	391	264	107	157	124
Rps18	240	487	315	159	209	218
Rps19	340	736	446	212	306	233
Rps19bp1	41	90	83	25	45	53
Rps2	853	1650	1056	621	711	705
Rps20	630	1396	754	323	520	479
Rps21	293	626	372	138	232	239
Rps23	270	573	326	163	200	181
Rps24	372	762	472	194	297	307
Rps25	294	592	379	184	266	211
Rps26	295	688	323	111	229	146
Rps27	239	579	311	157	224	122
Rps27a	516	1170	603	383	460	473
Rps27l	238	412	300	146	198	226
Rps27rt	17	43	13	3	16	9
Rps28	121	273	134	67	104	84
Rps29	91	235	121	52	86	81
Rps3	3103	6079	3990	1705	2729	2072
Rps3a1	681	1428	893	375	584	590
Rps4x	1012	1803	1216	532	909	704
Rps5	2522	4702	2899	1129	2059	1820
Rps6	278	612	397	140	260	199
Rps6ka1	591	799	735	216	553	184
Rps6ka2	16	61	71	35	38	37
Rps6ka3	283	305	291	117	263	215
Rps6ka4	274	262	323	184	268	164
Rps6ka5	125	202	219	123	126	94
Rps6ka6	1	0	3	1	0	0
Rps6kb1	208	304	301	191	198	180
Rps6kb2	26	31	44	21	12	6
Rps6kc1	126	119	172	49	105	63
Rps6kl1	9	14	8	5	2	10
Rps7	147	282	215	69	139	111
Rps8	545	1017	637	305	493	340
Rps9	1332	2775	1635	735	1126	1136
Rpsa	702	1307	913	420	609	552
Rptn	0	2	1	1	0	1
Rptor	59	106	77	36	76	24
Rpusd1	27	57	45	29	30	26
Rpusd2	14	22	21	16	14	8
Rpusd3	21	21	28	9	19	0
Rpusd4	144	202	157	60	111	76
Rrad	1	0	15	0	2	1
Rraga	71	95	91	37	65	34
Rragb	4	6	7	0	0	3
Rragc	138	183	263	154	118	268
Rragd	2	6	0	1	1	8
Rras	35	32	36	13	20	42
Rras2	56	75	102	18	62	53
Rrbp1	380	594	578	347	338	346
Rreb1	296	388	437	140	264	165
Rrh	1	1	1	0	2	3
Rrm1	293	316	417	240	285	273
Rrm2	212	257	166	101	155	163
Rrm2b	63	79	56	23	75	41
Rrn3	170	206	247	128	175	84
Rrnad1	38	80	63	39	36	29
Rrp1	595	838	878	369	501	331
Rrp12	56	80	101	42	64	50
Rrp15	59	84	96	31	36	37
Rrp1b	48	60	59	26	42	44
Rrp36	93	110	95	47	60	60
Rrp7a	128	120	124	56	90	59
Rrp8	122	138	145	57	85	45
Rrp9	100	117	135	47	85	63
Rrs1	123	155	145	77	104	112
Rs1	2	3	6	0	0	1
Rsad1	17	18	20	7	9	13
Rsad2	1	21	18	19	9	10
Rsbn1	57	60	68	24	47	27
Rsbn1l	60	72	76	27	68	67
Rsc1a1	0	0	0	0	0	0
Rsf1	89	104	159	47	77	74
Rsg1	2	1	4	2	3	1
Rsl1	35	40	46	15	24	24
Rsl1d1	334	467	451	222	296	201
Rsl24d1	59	73	76	46	59	61
Rslcan18	6	16	6	1	3	10
Rsph1	1	0	2	0	0	1
Rsph10b	2	2	0	0	0	4
Rsph14	1	0	0	1	0	0
Rsph3a	6	16	15	5	8	5
Rsph3b	15	28	36	9	22	11
Rsph4a	6	4	0	0	1	2
Rsph6a	1	0	0	0	0	0
Rsph9	1	0	3	1	0	1
Rspo1	0	1	0	0	0	0
Rspo2	1	0	4	0	0	0
Rspo3	2	0	3	1	0	1
Rspo4	0	0	0	0	0	0
Rspry1	294	351	347	141	248	131
Rsrc1	116	166	192	92	146	70
Rsrc2	240	290	339	104	196	147
Rsrp1	1363	3083	1976	995	1541	1169
Rsu1	621	907	793	302	551	212
Rtbdn	4	1	2	1	3	1
Rtca	42	67	68	31	33	39
Rtcb	527	723	752	323	519	291
Rtel1	54	67	74	25	47	34
Rtf1	47	47	81	36	39	49
Rtf2	570	755	787	410	495	325
Rtkn	0	1	0	0	1	0
Rtkn2	3	6	6	1	2	4
Rtl1	0	0	0	0	0	0
Rtl10	3	4	6	3	2	6
Rtl3	0	0	0	0	0	0
Rtl4	3	0	0	0	1	0
Rtl5	2	7	4	3	4	1
Rtl6	65	75	57	11	29	11
Rtl8a	0	2	1	2	2	2
Rtl8b	0	2	3	0	4	0
Rtl8c	3	6	9	3	9	3
Rtl9	0	0	0	1	0	0
Rtn1	0	0	3	0	0	1
Rtn2	4	12	7	0	2	2
Rtn3	2613	3468	3838	1844	2626	1329
Rtn4	179	240	338	379	180	467
Rtn4ip1	70	63	58	21	56	36
Rtn4r	0	0	0	0	0	0
Rtn4rl1	2	1	5	0	0	2
Rtn4rl2	1	0	0	0	0	0
Rtp1	0	0	0	0	1	2
Rtp2	0	1	1	0	0	0
Rtp3	0	0	0	0	0	0
Rtp4	21	28	47	27	37	34
Rtraf	265	489	389	195	235	183
Rttn	19	35	34	14	19	30
Rubcn	144	128	155	57	106	60
Rubcnl	22	26	34	33	26	32
Rufy1	63	156	157	68	94	76
Rufy2	22	37	37	11	40	17
Rufy3	23	42	40	24	37	34
Rufy4	317	488	518	200	294	195
Rundc1	156	117	139	72	115	64
Rundc3a	1	3	0	0	0	3
Rundc3b	0	5	1	1	3	6
Runx1	733	1183	1498	427	804	600
Runx1t1	5	1	6	2	2	9
Runx2	238	292	296	93	216	144
Runx3	0	0	0	4	1	0
Rusc1	47	67	56	25	40	36
Rusc2	66	115	79	65	68	55
Ruvbl1	69	70	92	28	49	22
Ruvbl2	151	193	197	75	104	72
Rwdd1	75	124	114	43	62	58
Rwdd2a	7	9	16	6	3	8
Rwdd2b	23	26	29	13	20	17
Rwdd3	5	3	2	2	0	1
Rwdd4a	95	108	157	49	78	68
Rxfp1	6	2	2	1	1	5
Rxfp2	0	5	1	0	1	5
Rxfp3	0	2	0	0	0	2
Rxfp4	0	1	0	0	2	5
Rxra	632	720	876	225	554	413
Rxrb	43	95	98	61	53	60
Rxrg	0	1	2	3	0	2
Rybp	4	6	15	8	5	8
Ryk	3	1	1	0	0	3
Ryr1	13	23	24	15	14	14
Ryr2	6	10	10	4	4	16
Ryr3	12	11	11	2	11	11
S100a1	539	1093	888	587	580	637
S100a10	1222	2413	1502	423	1171	615
S100a11	479	935	600	303	395	167
S100a13	88	227	147	49	100	96
S100a14	0	0	1	0	0	4
S100a16	2	1	0	0	1	1
S100a2	0	0	0	0	0	0
S100a3	0	4	2	0	4	1
S100a4	1	1	1	0	1	1
S100a5	0	0	0	0	0	0
S100a6	15	61	56	20	33	21
S100a7a	2	2	3	1	1	4
S100a8	8	29	57	51	29	59
S100a9	0	4	32	1	0	10
S100b	0	5	2	2	4	1
S100g	0	1	1	0	0	2
S100pbp	39	52	71	30	37	22
S100z	0	0	0	0	0	0
S1pr1	2	0	3	0	2	0
S1pr2	103	121	194	100	112	67
S1pr3	2	1	0	1	0	5
S1pr4	19	29	17	6	13	15
S1pr5	1	2	0	0	0	1
Saa1	0	0	0	0	0	0
Saa2	1	1	1	1	0	3
Saa3	0	0	0	1	0	0
Saa4	1	0	1	0	0	0
Saal1	28	59	48	13	40	30
Sac3d1	55	73	69	20	61	22
Sacm1l	179	205	228	94	161	80
Sacs	41	42	38	15	34	45
Sae1	321	434	429	160	288	203
Safb	231	248	308	112	206	132
Safb2	290	374	399	190	264	239
Sag	1	5	9	4	1	11
Sall1	1	2	3	0	0	1
Sall2	2	10	10	3	0	5
Sall3	3	0	0	2	0	1
Sall4	0	0	0	0	2	2
Samd1	7	5	7	8	3	7
Samd10	74	102	78	26	62	28
Samd11	0	4	0	1	2	0
Samd12	3	6	3	0	0	6
Samd13	0	0	0	0	0	1
Samd14	0	1	0	0	1	0
Samd15	1	1	0	1	1	1
Samd3	0	1	3	0	2	4
Samd4	3	4	4	2	5	9
Samd4b	42	82	76	25	42	43
Samd5	1	2	0	0	1	4
Samd7	1	0	1	1	1	0
Samd8	338	533	633	226	353	378
Samd9l	343	322	283	134	293	148
Samhd1	1021	1377	1470	601	1148	594
Samm50	425	598	608	279	421	315
Samsn1	497	556	720	203	464	189
Samt1	0	0	0	0	0	0
Samt2	0	0	0	0	2	0
Samt3	1	1	0	0	0	0
Samt4	0	0	0	0	0	0
Sap130	106	144	159	57	75	46
Sap18	140	198	242	78	132	97
Sap18b	5	12	8	5	4	3
Sap25	0	0	0	0	0	0
Sap30	12	48	45	30	28	25
Sap30bp	143	194	136	63	116	79
Sap30l	8	15	7	4	9	7
Sapcd1	0	0	0	0	0	0
Sapcd2	20	26	2	8	12	2
Sar1a	580	644	824	364	476	361
Sar1b	351	558	567	269	343	212
Saraf	1302	1656	1824	550	1091	485
Sardh	15	22	17	11	11	8
Sarm1	0	3	8	0	2	7
Sarnp	104	130	136	46	83	84
Sars	466	660	612	283	366	297
Sars2	28	47	51	17	27	17
Sart1	45	78	63	20	53	64
Sart3	43	63	76	35	49	54
Sash1	2	2	8	6	0	21
Sash3	772	893	934	310	646	373
Sass6	36	26	29	16	29	30
Sat1	2474	3928	3375	2265	2488	2389
Sat2	10	18	6	8	6	3
Satb1	4	1	8	1	5	9
Satb2	6	7	11	1	6	11
Satl1	0	2	0	0	0	2
Sav1	8	21	14	9	12	15
Saxo1	0	0	0	0	1	0
Saxo2	3	6	0	2	3	1
Saysd1	43	78	76	43	53	50
Sbds	183	375	324	130	211	121
Sbf1	209	228	209	91	136	119
Sbf2	114	149	157	86	108	90
Sbk1	31	46	29	10	18	12
Sbk2	25	26	34	13	10	18
Sbk3	0	1	0	0	0	0
Sbno1	461	567	607	290	450	384
Sbno2	558	776	819	399	506	486
Sbp	0	0	1	0	1	0
Sbpl	0	0	0	0	0	0
Sbsn	0	2	0	1	1	0
Sbspon	0	5	2	0	0	1
Sc5d	150	149	227	169	85	180
Scaf1	51	59	46	18	27	34
Scaf11	338	393	521	235	306	218
Scaf4	74	127	147	46	75	81
Scaf8	197	227	263	106	175	85
Scai	55	62	49	14	36	49
Scamp1	249	243	337	134	212	138
Scamp2	1230	1538	1513	679	1056	527
Scamp3	150	248	214	83	145	65
Scamp4	0	1	1	1	0	0
Scamp5	4	7	12	28	11	14
Scand1	18	55	26	24	25	22
Scap	154	177	183	86	122	93
Scaper	89	111	105	44	60	48
Scara3	0	0	1	1	0	2
Scara5	3	0	0	0	1	1
Scarb1	814	870	1161	520	642	441
Scarb2	1427	2065	1898	1018	1225	763
Scarf1	7	24	7	5	13	15
Scarf2	5	7	5	2	5	9
Sccpdh	15	1	12	7	9	17
Scd1	26	53	99	30	64	42
Scd2	225	170	336	131	239	224
Scd3	2	0	1	0	0	2
Scd4	0	6	1	0	1	1
Scel	22	21	18	6	21	13
Scfd1	320	346	378	176	274	173
Scfd2	110	125	183	61	82	69
Scg2	1	3	2	1	2	0
Scg3	1	2	0	0	0	2
Scg5	3	2	1	0	0	0
Scgb1a1	7	16	30	5	7	2
Scgb1b10	0	0	0	0	0	0
Scgb1b11	0	0	3	0	0	0
Scgb1b12	0	0	0	0	0	1
Scgb1b15	0	0	0	0	0	0
Scgb1b17	0	0	0	0	0	0
Scgb1b18	0	0	0	0	0	0
Scgb1b19	0	1	0	0	0	0
Scgb1b2	0	0	0	0	0	1
Scgb1b20	0	0	0	0	0	0
Scgb1b24	0	0	0	1	0	0
Scgb1b27	0	0	0	0	0	0
Scgb1b29	0	0	0	0	0	0
Scgb1b3	0	1	0	0	0	0
Scgb1b30	0	0	0	0	1	0
Scgb1b7	0	0	0	0	0	0
Scgb1c1	0	0	0	0	1	0
Scgb2a2	0	2	1	0	1	0
Scgb2b11	0	0	0	0	0	1
Scgb2b12	0	0	0	2	0	0
Scgb2b15	0	0	0	0	0	0
Scgb2b17	0	0	0	0	0	0
Scgb2b18	0	0	1	0	0	0
Scgb2b19	0	0	0	0	0	0
Scgb2b2	0	0	0	0	0	1
Scgb2b20	0	0	0	0	0	0
Scgb2b21	0	0	1	0	1	0
Scgb2b24	1	0	0	0	0	0
Scgb2b26	0	1	0	0	0	0
Scgb2b27	0	0	0	0	0	2
Scgb2b3	0	0	0	0	0	0
Scgb2b7	0	1	0	0	0	1
Scgb3a1	0	0	2	0	2	2
Scgb3a2	1	0	1	0	0	1
Scgn	2	1	0	1	0	6
Schip1	0	0	0	0	0	1
Scimp	285	401	292	72	252	122
Scin	0	0	0	0	1	3
Sclt1	26	58	92	20	16	32
Scly	21	20	24	12	14	19
Scmh1	34	49	61	12	33	22
Scml2	2	0	0	0	0	1
Scml4	30	33	30	2	22	7
Scn10a	0	2	3	0	6	4
Scn11a	1	1	1	1	0	3
Scn1a	3	9	5	3	2	12
Scn1b	0	1	0	0	0	0
Scn2a	4	1	8	4	6	7
Scn2b	1	0	0	0	0	0
Scn3a	4	1	10	1	5	14
Scn3b	0	1	3	0	5	1
Scn4a	2	2	5	3	1	3
Scn4b	1	4	0	0	2	0
Scn5a	2	2	5	0	1	2
Scn7a	2	4	4	0	3	6
Scn8a	2	4	6	1	2	4
Scn9a	8	5	6	1	5	12
Scnm1	44	81	60	20	31	34
Scnn1a	1	1	1	1	1	2
Scnn1b	0	0	1	0	1	1
Scnn1g	0	0	0	0	0	3
Sco1	44	42	55	36	48	27
Sco2	0	0	0	0	0	0
Scoc	63	84	80	34	62	54
Scp2	404	559	525	223	356	218
Scp2d1	0	0	0	0	0	0
Scpep1	356	636	576	202	308	145
Scrg1	0	0	0	0	0	0
Scrib	27	49	33	17	27	44
Scrn1	2	3	0	1	1	1
Scrn2	15	16	21	12	16	17
Scrn3	74	94	112	65	58	46
Scrt1	0	0	0	0	0	0
Scrt2	0	0	2	0	0	0
Sct	0	0	0	0	0	0
Sctr	1	0	0	0	2	2
Scube1	0	4	1	0	5	0
Scube2	2	1	1	1	0	1
Scube3	2	1	2	0	3	0
Scx	0	1	0	2	1	0
Scyl1	239	333	357	128	219	107
Scyl2	224	322	395	133	205	140
Scyl3	95	126	138	68	81	46
Sdad1	85	104	106	47	54	53
Sdc1	0	0	2	5	1	7
Sdc2	2	4	2	0	2	3
Sdc3	335	664	716	397	445	442
Sdc4	1	0	3	6	0	4
Sdcbp	8086	10713	11812	6668	7548	4715
Sdcbp2	3	2	1	2	2	0
Sdccag3	147	266	268	113	173	150
Sdccag8	197	227	258	74	165	108
Sde2	125	149	177	73	125	59
Sdf2	184	291	290	80	176	122
Sdf2l1	428	398	525	200	317	253
Sdf4	717	936	1052	500	650	537
Sdha	1768	2060	2498	991	1539	872
Sdhaf1	10	14	8	8	11	12
Sdhaf2	293	429	427	179	251	158
Sdhaf3	36	41	40	17	36	25
Sdhaf4	30	64	64	27	28	42
Sdhb	596	971	919	473	566	529
Sdhc	144	243	215	99	137	126
Sdhd	514	779	890	367	452	432
Sdk1	7	8	10	0	5	4
Sdk2	3	2	4	1	0	7
Sdr16c5	1	2	0	0	0	2
Sdr16c6	1	0	2	0	0	3
Sdr39u1	8	12	6	1	4	2
Sdr42e1	15	26	21	12	15	2
Sdr9c7	0	3	2	0	1	3
Sds	0	0	0	0	1	0
Sdsl	1	2	1	1	3	1
Sebox	0	1	1	0	0	0
Sec1	0	0	0	0	0	0
Sec11a	368	606	564	236	358	304
Sec11c	388	544	551	289	341	384
Sec13	440	615	665	252	379	265
Sec14l1	221	291	350	134	199	127
Sec14l2	28	50	27	0	26	16
Sec14l3	9	8	5	5	3	2
Sec14l4	2	1	3	0	0	1
Sec14l5	1	1	0	0	0	0
Sec16a	275	329	422	173	251	147
Sec16b	4	16	14	1	3	5
Sec22a	105	99	119	43	71	37
Sec22b	321	379	496	236	312	284
Sec22c	52	64	77	42	45	43
Sec23a	197	165	221	110	121	104
Sec23b	363	374	496	228	351	239
Sec23ip	184	158	223	121	166	133
Sec24a	276	407	474	211	228	252
Sec24b	270	432	437	158	219	221
Sec24c	360	444	490	207	322	272
Sec24d	107	70	142	86	95	69
Sec31a	425	511	563	249	425	214
Sec31b	8	3	9	2	6	6
Sec61a1	809	982	1073	530	683	353
Sec61a2	27	34	59	12	25	15
Sec61b	192	317	299	122	166	259
Sec61g	19	22	23	6	19	16
Sec62	208	308	281	92	190	124
Sec63	119	125	117	65	89	124
Secisbp2	69	131	132	54	73	68
Secisbp2l	265	279	362	147	221	182
Sectm1a	0	1	0	0	1	0
Sectm1b	0	0	2	1	0	1
Seh1l	201	302	344	163	186	172
Sel1l	815	757	1071	530	779	412
Sel1l2	0	3	0	0	1	2
Sel1l3	5	3	1	2	0	1
Sele	0	3	1	0	5	6
Selenbp1	17	33	27	10	12	15
Selenbp2	0	1	1	0	1	0
Selenof	977	1464	1532	778	966	828
Selenoh	79	142	65	56	49	100
Selenoi	115	103	164	52	99	80
Selenok	303	495	486	187	290	321
Selenom	0	4	3	0	0	0
Selenon	154	203	225	118	134	78
Selenoo	24	77	76	36	56	31
Selenop	4252	7596	5929	3375	4293	1249
Selenos	350	465	439	253	303	396
Selenot	151	169	218	89	190	156
Selenov	0	0	0	0	0	0
Selenow	88	202	153	61	101	101
Sell	6	8	6	0	1	0
Selp	0	0	0	2	0	1
Selplg	1704	2411	2261	1046	1451	799
Sem1	421	810	591	282	368	451
Sema3a	7	5	5	2	5	5
Sema3b	0	3	0	0	7	3
Sema3c	4	3	11	0	1	7
Sema3d	5	1	8	1	0	6
Sema3e	78	98	138	81	74	42
Sema3f	0	0	1	0	2	0
Sema3g	1	2	0	0	1	3
Sema4a	781	918	1175	337	773	316
Sema4b	57	95	149	70	66	51
Sema4c	1	0	0	0	0	0
Sema4d	6	8	71	109	5	38
Sema4f	5	1	2	0	1	0
Sema4g	1	2	1	0	2	3
Sema5a	10	13	8	4	5	11
Sema5b	1	1	0	0	3	2
Sema6a	7	7	4	1	1	2
Sema6b	9	19	18	13	15	11
Sema6c	2	3	1	0	0	2
Sema6d	91	167	161	56	118	37
Sema7a	3	0	0	1	0	1
Senp1	87	134	90	64	85	72
Senp2	295	449	542	262	355	295
Senp3	157	198	223	65	121	127
Senp5	121	95	124	59	91	51
Senp6	46	72	93	28	60	65
Senp7	131	193	193	66	135	90
Senp8	32	24	39	7	25	18
Sephs1	203	253	266	105	182	100
Sephs2	231	235	320	166	196	153
Sepsecs	70	60	67	31	57	28
Sept1	1	0	0	0	0	0
Sept10	137	172	179	38	112	55
Sept11	670	910	826	253	736	281
Sept12	0	3	2	0	1	0
Sept14	1	2	3	0	2	2
Sept2	1552	1782	2008	908	1407	825
Sept3	0	0	3	0	0	5
Sept4	4	7	3	1	1	2
Sept5	0	0	0	0	1	3
Sept6	39	68	67	31	41	30
Sept7	1174	1463	1637	695	1112	630
Sept8	226	288	282	109	242	73
Sept9	2626	4072	3506	1293	2206	965
Serac1	37	49	50	21	27	16
Serbp1	767	1184	993	421	709	541
Serf1	5	15	10	4	4	2
Serf2	110	178	135	45	96	77
Sergef	67	117	112	54	72	46
Serhl	22	49	30	29	27	15
Serinc1	1292	1589	1910	808	1197	410
Serinc2	0	0	0	0	1	2
Serinc3	1988	3682	3130	2743	2033	1642
Serinc4	0	1	0	0	0	0
Serinc5	53	55	96	38	57	49
Serp1	4362	4570	4923	2434	4101	2041
Serp2	0	0	1	0	0	0
Serpina10	1	0	2	2	0	2
Serpina11	0	1	0	1	0	1
Serpina12	3	0	0	0	1	2
Serpina16	0	1	0	0	0	2
Serpina1a	1	0	1	0	0	0
Serpina1b	0	0	1	0	0	2
Serpina1c	0	0	0	0	0	0
Serpina1d	0	0	0	0	0	0
Serpina1e	1	2	0	0	0	0
Serpina1f	2	0	1	0	0	0
Serpina3a	1	0	2	0	0	1
Serpina3b	0	3	0	0	0	0
Serpina3c	3	1	2	0	0	2
Serpina3f	0	2	0	2	9	2
Serpina3g	0	0	10	24	37	15
Serpina3i	0	4	2	0	0	2
Serpina3j	0	0	0	0	0	0
Serpina3k	0	0	0	1	1	2
Serpina3m	2	4	3	0	0	0
Serpina3n	1	1	1	0	0	0
Serpina5	0	5	0	0	0	0
Serpina6	2	1	1	0	0	0
Serpina7	0	0	0	0	0	0
Serpina9	0	1	1	0	1	0
Serpinb11	4	0	2	0	3	3
Serpinb12	7	13	10	3	8	2
Serpinb13	1	0	2	0	0	0
Serpinb1a	1184	1479	1056	635	959	551
Serpinb1b	3	9	4	1	1	3
Serpinb1c	0	0	0	0	1	0
Serpinb2	0	1	1	0	2	3
Serpinb3a	0	1	0	0	0	2
Serpinb3b	0	2	2	0	0	0
Serpinb3c	1	2	0	0	0	1
Serpinb3d	0	0	1	0	3	2
Serpinb5	3	0	6	1	0	0
Serpinb6a	759	1314	1377	515	889	602
Serpinb6b	5	7	6	2	1	0
Serpinb6c	0	2	0	1	0	1
Serpinb6d	2	2	1	0	1	2
Serpinb6e	0	1	4	0	2	1
Serpinb7	0	2	3	1	0	3
Serpinb8	0	0	0	0	1	1
Serpinb9	62	107	80	35	66	21
Serpinb9b	0	0	0	0	0	2
Serpinb9c	0	0	0	0	0	0
Serpinb9d	0	0	0	0	2	1
Serpinb9e	1	0	1	0	1	2
Serpinb9f	0	1	0	0	1	0
Serpinb9g	1	0	0	0	0	1
Serpinc1	7	5	8	5	9	6
Serpind1	1	6	5	2	0	3
Serpine1	140	247	479	144	98	111
Serpine2	2	1	5	0	0	7
Serpine3	0	0	0	2	1	0
Serpinf1	0	2	3	0	0	0
Serpinf2	3	2	2	0	3	1
Serping1	1	1	0	1	0	1
Serpinh1	3	3	0	0	0	0
Serpini1	7	5	10	4	3	10
Serpini2	0	1	1	0	0	2
Sertad1	60	65	96	41	56	61
Sertad2	88	135	136	51	56	88
Sertad3	48	84	89	33	61	25
Sertad4	1	0	2	0	0	0
Sertm1	0	0	0	0	0	1
Sesn1	28	30	59	20	16	35
Sesn2	76	140	150	53	57	45
Sesn3	10	4	17	5	7	21
Sestd1	14	10	16	11	6	6
Set	102	145	135	49	95	102
Setbp1	2	4	3	0	1	4
Setd1a	27	17	18	12	16	21
Setd1b	71	111	64	16	44	45
Setd2	169	187	219	119	148	140
Setd3	165	173	209	95	157	88
Setd4	13	25	27	3	27	12
Setd5	268	267	325	168	229	243
Setd6	20	54	47	24	48	24
Setd7	79	110	114	35	82	63
Setdb1	160	192	234	83	134	126
Setdb2	69	53	70	47	58	26
Setmar	5	7	2	0	3	3
Setx	102	120	122	67	62	116
Sez6	1	0	1	0	1	1
Sez6l	0	0	0	0	0	4
Sez6l2	1	1	1	6	5	5
Sf1	88	113	108	33	73	30
Sf3a1	214	250	298	114	192	131
Sf3a2	24	34	26	10	8	14
Sf3a3	178	234	244	111	161	131
Sf3b1	1677	1991	2217	1004	1490	965
Sf3b2	647	817	814	405	535	422
Sf3b3	424	415	557	195	365	271
Sf3b4	45	59	53	28	60	24
Sf3b5	165	286	275	86	142	156
Sf3b6	255	362	378	142	258	238
Sfi1	42	59	65	29	33	58
Sfmbt1	70	95	104	49	68	82
Sfmbt2	9	1	2	0	1	4
Sfn	0	0	3	1	0	0
Sfpq	124	236	189	101	158	234
Sfr1	308	533	427	220	313	193
Sfrp1	0	0	0	0	0	0
Sfrp2	1	1	0	0	1	2
Sfrp4	0	1	0	0	3	2
Sfrp5	0	1	0	0	1	1
Sfswap	86	120	139	62	58	53
Sft2d1	87	123	106	39	67	46
Sft2d2	225	189	238	110	188	137
Sft2d3	36	40	16	25	11	17
Sfta2	0	0	1	0	0	2
Sftpa1	3	4	11	1	0	2
Sftpb	0	0	3	0	0	0
Sftpc	10	19	21	7	4	4
Sftpd	2	0	1	1	1	1
Sfxn1	128	222	168	97	123	125
Sfxn2	79	88	132	47	66	49
Sfxn3	634	812	727	264	540	211
Sfxn4	9	8	17	9	10	9
Sfxn5	32	54	22	22	31	16
Sgca	0	0	0	0	0	0
Sgcb	153	219	197	60	165	77
Sgcd	2	3	2	0	3	4
Sgce	6	7	2	1	3	4
Sgcg	6	1	2	0	0	0
Sgcz	2	2	0	0	2	2
Sgf29	30	48	55	15	30	31
Sgip1	5	2	3	3	1	6
Sgk1	7700	8641	14583	5007	5470	3579
Sgk2	0	0	1	0	0	1
Sgk3	512	434	499	173	412	202
Sgms1	193	178	330	117	215	108
Sgms2	222	346	289	62	226	64
Sgo1	35	28	22	8	25	18
Sgo2b	0	0	0	1	0	0
Sgol2a	15	12	9	1	7	14
Sgpl1	1623	1803	2186	1126	1548	784
Sgpp1	89	114	124	59	78	117
Sgpp2	4	6	1	0	3	0
Sgsh	0	11	0	5	5	1
Sgsm1	0	2	2	0	0	0
Sgsm2	18	35	27	13	22	23
Sgsm3	229	316	326	114	252	116
Sgta	375	651	546	260	377	192
Sgtb	9	8	7	1	8	6
Sh2b1	55	119	86	44	59	55
Sh2b2	70	93	69	20	54	19
Sh2b3	274	293	304	107	218	98
Sh2d1a	0	0	0	5	0	3
Sh2d1b1	911	1486	1230	443	904	476
Sh2d1b2	1	0	7	1	1	3
Sh2d2a	1	0	0	0	1	3
Sh2d3c	132	191	107	46	93	59
Sh2d4a	0	1	0	0	0	8
Sh2d4b	27	39	38	14	18	26
Sh2d5	0	1	2	0	2	2
Sh2d6	1	0	1	0	0	3
Sh2d7	2	2	2	1	2	0
Sh3bgr	0	1	5	3	0	1
Sh3bgrl	3741	4805	5312	2780	3623	2082
Sh3bgrl2	648	670	958	365	562	307
Sh3bgrl3	1103	3045	1795	1053	1189	835
Sh3bp1	87	92	101	22	63	43
Sh3bp2	388	459	363	273	244	279
Sh3bp4	11	2	5	0	0	0
Sh3bp5	451	487	616	173	417	203
Sh3bp5l	67	110	69	41	46	40
Sh3d19	1	4	8	3	2	6
Sh3d21	12	9	6	5	12	4
Sh3gl1	168	292	282	126	159	103
Sh3gl2	1	3	2	1	0	3
Sh3gl3	0	0	0	0	0	0
Sh3glb1	1422	2298	1926	1165	1400	826
Sh3glb2	94	118	161	65	73	68
Sh3kbp1	339	429	490	228	331	186
Sh3pxd2a	3	5	2	3	2	2
Sh3pxd2b	342	406	498	267	253	358
Sh3rf1	2	10	6	2	3	7
Sh3rf2	2	3	3	0	1	4
Sh3rf3	1	3	6	1	3	2
Sh3tc1	1131	1354	1279	363	1008	377
Sh3tc2	0	2	1	0	0	2
Sh3yl1	3	2	0	5	1	3
Shank1	1	2	2	0	0	1
Shank2	1	1	1	0	1	2
Shank3	2	3	0	0	0	2
Sharpin	169	257	217	104	149	103
Shb	14	24	15	3	14	8
Shbg	2	0	0	0	1	1
Shc1	346	427	476	189	368	170
Shc2	1	0	1	0	2	1
Shc3	3	8	4	0	1	0
Shc4	2	1	0	1	1	2
Shcbp1	40	53	37	19	30	54
Shcbp1l	58	58	62	12	45	24
Shd	0	1	0	0	1	1
She	1	5	0	4	3	2
Shf	0	2	0	0	1	0
Shh	0	0	0	1	0	1
Shisa2	0	1	3	0	0	1
Shisa3	0	2	2	1	2	1
Shisa4	1	1	2	0	0	0
Shisa5	2109	3213	2779	1051	2094	874
Shisa6	1	4	2	1	5	4
Shisa7	9	21	3	3	5	7
Shisa8	1	1	0	0	1	0
Shisa9	3	1	3	0	1	0
Shkbp1	99	164	134	63	86	69
Shmt1	53	65	67	31	41	27
Shmt2	116	209	143	63	102	69
