	Mo.Ly6C+.Bl#1	Mo.Ly6C+.Bl#2	Mo.Ly6C+.Bl#3	Mo.Ly6C+.Bl.KPd17#1	Mo.Ly6C+.Bl.KPd17#2	Mo.Ly6C+.Bl.KPd17#3	Mo.Ly6C+.Bl.KPd28#1	Mo.Ly6C+.Bl.KPd28#2	Mo.Ly6C+.Bl.KPd28#3
Hspa1a	56	5	38	4	85	5	0	2	194
Hspa1b	32	4	30	8	187	8	0	7	183
Hspa1l	0	1	2	1	0	0	0	3	0
Hspa2	35	22	43	10	34	3	0	39	46
Hspa4	1342	666	1028	404	851	257	0	1489	1279
Hspa4l	295	149	278	76	66	49	0	203	247
Hspa5	3543	1528	2350	960	1924	655	0	3382	7607
Hspa8	5239	2227	4116	1201	1976	972	1	4802	4277
Hspa9	672	286	499	193	410	145	0	729	1047
Hspb1	2	0	0	0	0	0	0	0	2
Hspb11	79	28	67	16	31	13	0	45	56
Hspb2	0	0	0	0	1	0	0	0	1
Hspb3	0	1	0	0	1	0	0	0	0
Hspb6	27	12	12	5	25	3	0	38	8
Hspb7	2	0	3	0	0	1	0	0	0
Hspb8	0	0	2	0	0	0	0	0	8
Hspb9	3	0	3	1	6	1	0	5	1
Hspbap1	220	101	164	43	91	29	0	148	126
Hspbp1	165	65	119	36	102	30	0	134	215
Hspd1	372	141	232	67	165	40	0	216	453
Hspe1	169	89	208	61	76	27	0	117	184
Hspg2	1	4	8	2	10	1	0	4	23
Hsph1	300	125	188	58	302	35	0	81	516
Htatip2	291	124	249	68	171	35	0	294	285
Htatsf1	328	151	235	127	217	67	0	286	345
Htr1a	6	4	0	0	1	1	0	1	2
Htr1b	7	0	1	0	1	0	0	0	0
Htr1d	0	2	6	0	3	1	0	0	3
Htr1f	0	3	0	0	0	0	0	6	2
Htr2a	2	2	0	0	2	1	0	0	9
Htr2b	18	14	2	8	24	4	0	16	25
Htr2c	2	1	4	0	2	0	0	1	0
Htr3a	0	1	2	2	0	0	0	3	3
Htr3b	1	2	1	1	1	0	0	4	0
Htr4	2	3	1	0	5	0	0	7	3
Htr5a	3	13	2	3	6	0	0	7	3
Htr5b	0	1	1	1	1	1	0	0	0
Htr6	0	2	1	0	0	0	0	0	3
Htr7	4	8	2	4	0	2	0	7	72
Htra1	1	2	1	1	8	0	0	10	5
Htra2	238	98	190	62	429	40	0	138	363
Htra3	9	0	5	1	10	0	0	78	379
Htra4	5	1	0	0	1	0	0	2	7
Htt	525	196	219	134	446	76	0	372	853
Hunk	1	2	5	1	2	1	0	13	6
Hus1	74	40	28	33	87	19	0	76	91
Hus1b	3	1	11	2	1	1	0	4	4
Huwe1	1119	508	986	346	975	263	0	1100	1443
Hvcn1	35	12	8	6	2	3	0	6	169
Hyal1	15	6	14	2	7	1	0	11	20
Hyal2	51	42	72	9	30	16	0	19	101
Hyal3	7	1	11	0	15	1	0	10	3
Hyal4	5	4	3	0	3	1	0	0	7
Hyal5	1	4	0	0	2	0	0	0	3
Hyal6	9	12	2	1	6	0	0	0	1
Hydin	46	24	18	7	27	6	0	14	24
Hykk	10	4	19	5	3	1	0	9	13
Hyls1	30	35	38	10	62	7	0	25	59
Hyou1	438	218	271	125	226	87	0	395	555
Hypk	27	20	26	19	30	8	0	39	24
Hypm	0	0	0	0	0	0	0	0	0
I0C0044D17Rik	0	3	0	1	0	0	0	0	0
I830077J02Rik	1419	594	936	390	695	233	0	851	653
Iah1	334	112	333	81	73	43	0	198	168
Iapp	0	0	0	0	4	0	0	0	0
Iars	466	182	442	128	177	81	0	330	474
Iars2	334	159	241	49	70	37	0	225	110
Iba57	58	26	41	21	50	11	0	34	34
Ibsp	3	3	0	0	7	0	0	0	4
Ibtk	486	207	410	121	217	92	0	563	486
Ica1	7	2	4	2	10	0	0	4	9
Ica1l	32	18	29	19	56	5	0	47	22
Icam1	877	335	631	218	269	192	0	623	612
Icam2	237	138	139	42	171	31	0	65	199
Icam4	0	0	0	0	0	0	0	0	0
Icam5	1	2	2	1	2	0	0	4	0
Ice1	175	96	196	96	163	45	0	173	121
Ice2	128	70	115	44	96	17	0	96	114
Ick	57	35	62	12	13	14	0	52	68
Icmt	274	95	223	68	115	62	0	251	188
Icos	0	0	1	0	0	0	0	1	0
Icosl	159	47	74	30	37	21	0	146	115
Id1	65	21	37	20	43	9	0	123	18
Id2	1550	401	553	336	423	183	0	4740	1417
Id3	146	19	49	21	103	22	0	109	301
Id4	0	5	0	0	0	0	0	0	7
Ide	205	73	62	37	52	21	0	121	149
Idh1	3635	1183	4335	987	1278	819	0	2018	1700
Idh2	633	226	392	127	83	84	0	393	580
Idh3a	494	147	304	96	310	66	0	427	502
Idh3b	1137	561	1058	293	580	226	0	1029	941
Idh3g	1347	492	1450	335	558	240	0	1214	1187
Idi1	55	22	6	18	22	7	0	16	26
Idi2	1	1	9	2	2	0	0	1	1
Idnk	341	124	307	77	239	52	0	274	269
Ido1	16	2	12	1	3	2	0	1	3
Ido2	5	1	0	3	0	0	0	1	0
Ids	494	167	479	191	249	85	0	376	366
Idua	281	112	203	36	159	52	0	183	352
Ier2	1984	931	1516	463	755	297	0	1718	1354
Ier3	72	4	53	6	22	11	0	203	974
Ier3ip1	514	169	391	155	150	96	0	420	262
Ier5	200	70	155	53	145	29	0	133	145
Ier5l	8	3	10	3	0	0	0	19	0
Iffo1	313	134	374	67	168	90	0	267	240
Iffo2	34	15	30	7	16	7	0	14	33
Ifi202b	2	1	1	1	3	1	0	2	2
Ifi203	1371	945	1660	475	163	422	0	732	311
Ifi204	1756	1100	2296	677	478	571	0	1781	615
Ifi205	134	153	279	73	21	65	0	118	33
Ifi206	323	145	340	87	59	94	0	100	26
Ifi207	2181	1104	2258	627	772	494	0	2106	1084
Ifi209	2955	1782	3054	866	524	826	0	1637	577
Ifi213	589	347	746	163	91	179	0	346	70
Ifi214	44	21	51	5	9	2	0	13	2
Ifi27	220	74	167	40	172	30	0	146	309
Ifi27l2a	3385	1833	4329	1106	629	824	0	956	523
Ifi27l2b	1	0	0	0	0	0	0	0	0
Ifi35	398	195	457	82	191	83	0	309	242
Ifi44	9	17	75	8	15	11	0	5	4
Ifi44l	0	0	0	0	2	0	0	3	0
Ifi47	1293	753	1931	401	268	536	0	1737	475
Ifih1	938	582	892	284	395	285	0	580	474
Ifit1	401	229	244	84	28	77	0	56	28
Ifit1bl1	102	144	216	77	64	95	0	35	9
Ifit1bl2	13	11	3	1	11	3	0	14	19
Ifit2	517	409	724	158	66	323	0	269	144
Ifit3	324	285	480	109	33	170	0	63	47
Ifit3b	85	79	98	38	7	22	0	14	4
Ifitm1	54	14	35	8	125	11	0	102	322
Ifitm10	38	8	7	4	16	1	0	11	4
Ifitm2	602	185	493	160	366	78	0	562	414
Ifitm3	13580	7352	17088	4367	6616	3428	1	9955	5182
Ifitm5	32	4	21	5	18	7	0	22	21
Ifitm6	3444	1671	5084	1320	2358	987	0	3927	1431
Ifitm7	2	5	2	1	4	0	0	1	7
Ifna1	0	0	0	0	3	0	0	0	0
Ifna11	2	1	0	0	1	0	0	0	2
Ifna12	0	0	3	0	0	2	0	0	0
Ifna13	0	0	0	0	0	0	0	0	0
Ifna14	0	0	3	0	0	0	0	0	0
Ifna15	0	3	0	0	0	0	0	0	0
Ifna16	0	0	0	0	0	0	0	0	3
Ifna2	0	2	2	0	0	0	0	0	0
Ifna4	1	2	0	0	0	0	0	1	0
Ifna5	0	0	0	0	0	0	0	0	2
Ifna6	0	0	1	0	1	0	0	0	1
Ifna7	0	1	0	0	3	0	0	0	0
Ifna9	2	0	1	0	0	1	0	0	1
Ifnab	0	1	0	0	0	0	0	0	1
Ifnar1	1788	827	1414	508	960	352	0	1191	1670
Ifnar2	1284	508	1015	311	674	203	0	808	798
Ifnb1	0	2	0	0	0	0	0	0	0
Ifne	1	0	0	0	0	0	0	0	0
Ifng	4	1	0	1	1	2	0	4	0
Ifngr1	11385	4436	7748	2968	6965	2008	0	8599	7235
Ifngr2	2353	1043	2171	780	1254	430	0	1613	1606
Ifnk	12	12	9	6	9	2	0	10	11
Ifnl2	2	0	1	0	0	0	0	0	0
Ifnl3	0	0	0	0	0	0	0	0	0
Ifnlr1	6	4	0	0	7	1	0	3	9
Ifnz	0	0	0	0	0	0	0	0	0
Ifrd1	257	70	178	83	232	45	0	251	964
Ifrd2	51	8	32	9	26	4	0	34	52
Ift122	36	24	41	11	26	6	0	23	52
Ift140	130	59	143	45	93	36	0	97	140
Ift172	158	117	203	53	141	44	0	140	170
Ift20	177	94	153	63	77	41	0	119	162
Ift22	100	41	66	17	23	11	0	70	78
Ift27	38	23	62	7	33	14	0	56	48
Ift43	8	4	6	0	2	4	0	5	36
Ift46	192	83	226	43	112	36	0	140	142
Ift52	402	166	375	86	202	64	0	391	320
Ift57	169	58	203	15	20	16	0	77	42
Ift74	39	16	20	3	9	9	0	41	47
Ift80	62	30	21	15	25	10	0	39	50
Ift81	64	22	26	15	11	4	0	22	4
Ift88	18	11	44	8	33	11	0	26	74
Igbp1	798	446	877	250	239	159	0	865	561
Igbp1b	0	1	0	1	2	0	0	0	1
Igdcc3	2	2	4	1	0	0	0	0	3
Igdcc4	5	9	7	0	3	0	0	4	17
Igf1	19	16	16	16	11	1	0	16	549
Igf1r	148	74	111	56	131	33	0	109	107
Igf2	3	0	0	0	0	0	0	0	0
Igf2bp1	6	11	7	3	8	2	0	5	14
Igf2bp2	8	3	5	2	8	0	0	1	4
Igf2bp3	142	31	54	19	70	17	0	101	79
Igf2r	26	35	6	17	88	1	0	29	118
Igfals	3	2	1	0	2	0	0	2	0
Igfbp1	0	1	0	1	5	0	0	0	1
Igfbp2	4	0	0	0	2	0	0	0	0
Igfbp3	3	1	0	3	0	2	0	11	0
Igfbp4	58	14	42	14	1	12	0	44	468
Igfbp5	4	2	0	0	4	0	0	1	4
Igfbp6	28	2	3	2	3	1	0	54	7
Igfbp7	4	0	1	0	0	0	0	0	0
Igfbpl1	3	10	3	0	1	2	0	5	1
Igfl3	0	0	1	1	0	0	0	0	1
Igflr1	0	0	0	0	0	0	0	0	0
Igfn1	6	3	11	1	10	3	0	7	7
Ighmbp2	61	36	46	16	66	15	0	60	79
Igip	25	23	37	15	31	7	0	9	49
Igll1	1	5	1	1	0	3	0	4	12
Iglon5	1	0	1	0	0	0	0	6	1
Igsf1	2	1	2	0	3	0	0	0	7
Igsf10	7	4	16	1	13	1	0	4	15
Igsf11	4	10	2	1	0	0	0	3	10
Igsf21	0	0	0	0	3	1	0	0	1
Igsf23	5	0	3	1	0	0	0	4	2
Igsf3	8	8	2	3	2	0	0	3	4
Igsf5	4	6	3	0	6	2	0	4	4
Igsf6	6245	2575	5049	1578	1856	1186	1	4275	2260
Igsf8	239	80	179	48	55	38	0	132	383
Igsf9	4	3	15	2	52	0	0	6	97
Igsf9b	24	16	9	1	21	4	0	9	4
Igtp	428	165	460	84	163	130	0	540	261
Ihh	3	1	1	2	3	0	0	2	3
Iigp1	1	14	5	1	3	2	0	68	258
Ik	976	397	977	289	525	209	0	818	1060
Ikbip	99	53	153	45	49	12	0	43	110
Ikbkap	375	144	387	92	153	78	0	234	295
Ikbkb	4111	1885	3926	1034	2918	843	0	3137	2733
Ikbke	229	96	340	42	47	38	0	433	371
Ikbkg	418	183	266	84	272	67	0	359	399
Ikzf1	1996	818	1411	419	1194	289	0	1320	958
Ikzf2	40	26	28	6	8	6	0	12	52
Ikzf3	177	53	43	34	469	30	0	52	223
Ikzf4	3	2	6	2	0	0	0	1	12
Ikzf5	6	3	15	7	9	3	0	12	3
Il10	9	2	2	0	5	1	0	13	40
Il10ra	3666	1759	3911	1144	4414	874	0	2698	4814
Il10rb	675	224	549	155	460	129	0	507	814
Il11	0	0	1	0	7	0	0	0	0
Il11ra1	40	17	19	9	10	9	0	30	86
Il11ra2	1	0	0	0	0	0	0	0	0
Il12a	1	1	1	0	0	0	0	0	0
Il12b	0	0	2	2	3	0	0	0	5
Il12rb1	1	0	0	0	0	2	0	9	4
Il12rb2	160	70	93	47	96	34	0	64	46
Il13	2	0	0	0	0	0	0	0	0
Il13ra1	3317	1202	1828	880	1639	519	0	3986	1998
Il13ra2	3	3	3	2	0	0	0	0	5
Il15	211	93	250	67	82	49	0	90	121
Il15ra	196	72	152	51	109	29	0	373	171
Il16	1147	459	1335	306	1081	274	0	551	472
Il17a	1	1	0	0	1	0	0	1	1
Il17b	0	1	0	0	1	0	0	0	1
Il17c	18	6	9	6	11	1	0	14	2
Il17d	0	0	0	0	0	0	0	0	0
Il17f	10	4	4	1	5	0	0	2	8
Il17ra	5800	2753	4469	1762	4351	1114	1	4828	3388
Il17rb	16	11	8	3	22	4	0	15	3
Il17rc	13	2	11	11	3	3	0	17	0
Il17rd	20	13	7	4	9	4	0	6	8
Il17re	1	9	1	2	8	0	0	4	4
Il18	359	146	281	87	65	70	0	233	107
Il18bp	46	13	39	19	41	10	1	204	303
Il18r1	61	19	7	3	10	2	0	31	8
Il18rap	397	87	50	55	93	59	0	352	57
Il19	1	4	3	0	0	0	0	2	0
Il1a	0	1	4	0	2	0	0	8	578
Il1b	1555	199	443	263	1600	155	0	893	10776
Il1f10	1	0	1	0	2	1	0	3	0
Il1f5	4	4	1	0	2	0	0	4	5
Il1f6	0	2	3	0	1	1	0	0	4
Il1f8	1	5	2	1	0	0	0	0	1
Il1f9	1	3	2	0	0	0	0	4	7
Il1r1	7	4	2	2	2	3	0	10	32
Il1r2	46	14	35	2	0	0	0	3066	512
Il1rap	290	89	228	99	120	41	0	153	226
Il1rapl1	1	14	0	3	12	0	0	3	4
Il1rapl2	5	1	3	1	1	0	0	2	5
Il1rl1	23	3	18	8	6	1	0	4	54
Il1rl2	30	9	25	3	11	0	0	38	270
Il1rn	180	72	143	48	100	41	0	87	1196
Il2	3	3	0	0	0	2	0	0	3
Il20	0	1	0	1	1	0	0	1	0
Il20ra	2	0	4	0	8	0	0	5	4
Il20rb	14	3	23	7	6	5	0	34	15
Il21	8	3	2	7	0	1	0	5	3
Il21r	64	16	45	8	34	9	0	108	517
Il22	0	0	0	0	1	0	0	1	0
Il22ra1	2	4	0	0	4	0	0	2	0
Il22ra2	6	8	1	0	11	1	0	1	1
Il23a	0	1	0	0	20	1	0	3	8
Il23r	0	4	1	5	3	1	0	9	8
Il24	1	0	0	0	2	2	0	1	0
Il25	0	0	2	0	0	0	0	0	5
Il27	43	24	39	11	94	12	0	59	50
Il27ra	35	17	23	7	27	13	0	8	40
Il2ra	8	3	10	0	4	1	0	5	20
Il2rb	328	77	43	49	41	38	0	130	2
Il2rg	520	200	347	152	452	73	0	238	725
Il3	0	1	0	1	1	0	0	0	0
Il31	0	0	0	0	2	0	0	4	2
Il31ra	49	27	50	14	331	8	0	51	212
Il33	1	1	2	0	7	0	0	3	0
Il34	1	3	2	1	0	0	0	0	0
Il3ra	62	18	66	11	16	9	0	48	52
Il4	5	5	0	0	2	0	0	2	5
Il4i1	7	2	6	5	3	2	0	1	13
Il4ra	1361	346	742	245	380	186	1	2180	1938
Il5	1	2	1	2	0	0	0	0	4
Il5ra	12	9	3	0	11	0	0	22	8
Il6	4	6	1	3	0	3	0	6	281
Il6ra	3014	1245	2997	621	1562	506	0	1910	1329
Il6st	1500	590	924	288	276	204	0	779	511
Il7	5	3	5	2	6	1	0	14	10
Il7r	8	11	3	0	8	0	0	5	241
Il9	0	0	0	0	3	0	0	1	0
Il9r	5	3	4	0	0	0	0	4	5
Ildr1	10	4	8	1	8	4	0	0	7
Ildr2	7	3	0	3	3	1	0	0	9
Ilf2	195	114	190	64	180	54	0	226	263
Ilf3	438	164	358	91	408	83	0	360	689
Ilk	0	0	0	0	0	0	0	0	0
Ilkap	458	188	452	138	282	82	0	371	356
Iltifb	0	0	1	0	1	1	0	5	4
Ilvbl	296	108	199	61	193	42	0	333	342
Immp1l	67	32	47	27	75	18	0	42	106
Immp2l	9	0	5	3	12	5	0	9	30
Immt	806	376	631	207	588	182	0	897	955
Imp3	205	90	244	54	110	44	0	194	137
Imp4	488	213	314	103	311	91	0	456	400
Impa1	620	256	388	201	267	127	0	317	493
Impa2	238	91	170	48	81	39	0	224	108
Impact	214	109	109	72	266	50	0	262	397
Impad1	246	75	178	50	77	24	0	128	141
Impdh1	46	28	41	23	11	12	0	114	52
Impdh2	178	73	126	43	99	25	0	188	182
Impg1	4	3	3	2	0	0	0	6	5
Impg2	18	22	4	6	23	5	0	3	5
Ina	0	2	7	0	3	0	0	0	7
Inafm1	37	33	19	10	18	2	0	51	33
Inafm2	393	173	305	127	393	91	0	912	298
Inca1	1	0	4	0	1	0	0	6	5
Incenp	160	60	158	48	83	19	0	142	190
Inf2	467	177	323	105	33	58	0	390	142
Ing1	187	59	100	46	108	27	0	153	113
Ing2	34	14	46	7	24	5	0	20	33
Ing3	414	181	371	141	227	107	0	287	263
Ing4	65	27	40	19	67	7	0	52	54
Ing5	297	121	231	85	332	63	0	293	223
Inha	0	1	0	0	0	0	0	0	0
Inhba	12	4	10	1	8	0	0	9	33
Inhbb	1	0	0	0	3	0	0	0	0
Inhbc	0	5	0	1	0	1	0	0	0
Inhbe	0	3	7	0	3	0	0	1	2
Inip	541	224	463	148	396	112	0	416	360
Inmt	7	3	0	1	0	0	0	4	65
Ino80	162	111	157	80	132	50	0	163	167
Ino80b	36	13	34	6	19	5	0	29	19
Ino80c	459	206	435	134	371	70	0	437	381
Ino80d	393	156	309	158	500	100	0	334	523
Ino80e	121	56	103	36	79	32	0	123	78
Inpp1	201	70	156	52	244	38	0	122	140
Inpp4a	1146	462	1569	401	962	226	0	1058	946
Inpp4b	66	35	60	25	32	17	1	10	186
Inpp5a	84	18	79	14	26	7	0	86	38
Inpp5b	472	139	345	88	216	80	0	378	432
Inpp5d	1994	808	1805	552	1542	398	0	2123	2107
Inpp5e	120	51	87	32	102	18	0	116	90
Inpp5f	1050	398	912	289	660	209	0	665	643
Inpp5j	54	6	6	5	24	3	0	41	12
Inpp5k	1116	567	942	271	490	212	0	1137	693
Inppl1	188	95	177	58	96	54	0	122	180
Ins1	1	0	2	0	2	0	0	1	1
Ins2	11	2	3	3	0	0	0	0	0
Insc	3	5	1	5	2	0	0	2	12
Insig1	629	256	404	216	258	135	0	573	399
Insig2	168	64	167	39	148	57	0	140	211
Insl3	5	0	0	0	3	0	0	4	4
Insl5	0	0	0	0	0	0	0	2	3
Insl6	5	8	0	2	6	0	0	1	18
Insm1	0	0	0	0	0	0	0	0	0
Insm2	1	2	2	0	9	0	0	0	0
Insr	473	252	497	143	224	83	0	467	371
Insrr	3	0	1	2	2	0	0	4	6
Ints1	203	92	119	36	161	34	0	144	227
Ints10	232	103	155	61	199	48	0	157	198
Ints11	276	103	227	49	120	36	0	201	200
Ints12	362	195	377	119	178	55	0	361	341
Ints13	258	132	258	94	153	76	0	229	253
Ints14	296	114	201	62	134	50	0	217	165
Ints2	103	48	78	45	99	34	0	138	169
Ints3	268	112	229	69	172	43	0	108	398
Ints4	269	135	208	76	157	46	0	145	292
Ints5	156	65	149	31	67	26	0	123	142
Ints6	150	76	197	61	179	44	0	145	139
Ints6l	864	372	746	236	216	118	0	853	554
Ints7	254	109	157	42	282	28	0	217	258
Ints8	162	55	109	56	122	35	0	134	118
Ints9	332	147	268	67	211	60	0	277	260
Intu	11	25	5	2	18	4	0	11	39
Invs	84	53	107	22	58	20	0	61	109
Ip6k1	527	257	547	117	332	79	0	418	532
Ip6k2	2	1	0	0	0	0	0	0	3
Ip6k3	146	63	103	54	186	25	0	73	64
Ipcef1	252	81	114	40	57	28	0	164	80
Ipmk	474	191	446	59	99	46	0	150	101
Ipo11	228	106	161	63	108	43	0	226	241
Ipo13	163	86	121	35	75	28	0	169	222
Ipo4	35	11	62	4	19	6	0	46	76
Ipo5	582	202	370	95	227	111	0	443	661
Ipo7	1478	606	1285	545	845	350	0	1153	1127
Ipo8	248	127	132	56	134	42	0	206	213
Ipo9	483	154	322	144	180	63	0	504	574
Ipp	108	48	70	20	58	23	0	93	90
Ippk	116	36	77	26	81	17	0	92	136
Iqca	1	9	0	0	2	0	0	4	4
Iqcb1	44	22	36	7	22	7	0	15	52
Iqcc	70	27	39	11	52	8	0	51	53
Iqcd	0	1	1	0	0	0	0	0	0
Iqce	167	67	165	42	68	30	0	91	89
Iqcf1	1	0	2	1	3	0	0	3	1
Iqcf3	4	3	4	1	4	0	0	0	12
Iqcf4	2	0	0	2	2	0	0	1	0
Iqcf5	3	0	0	0	1	0	0	0	4
Iqcf6	1	0	0	0	0	0	0	0	2
Iqcg	3	3	4	3	3	1	0	7	16
Iqch	7	7	7	1	13	1	0	7	8
Iqcj	0	0	0	0	3	0	0	0	0
Iqck	10	10	5	1	7	1	0	3	6
Iqcm	5	3	3	0	2	0	0	0	0
Iqgap1	5474	2398	4895	1586	5437	1119	0	4768	6761
Iqgap2	439	259	506	124	44	92	0	304	164
Iqgap3	11	12	6	1	8	1	0	7	110
Iqsec1	151	82	133	50	91	20	0	206	328
Iqsec2	50	16	46	8	26	12	0	51	46
Iqsec3	1	5	1	0	7	2	0	3	12
Iqub	2	10	6	3	4	1	0	4	0
Irak1	466	169	406	112	194	84	0	430	295
Irak1bp1	0	2	0	0	2	0	0	0	4
Irak2	491	202	410	155	351	98	0	245	589
Irak3	539	251	485	132	440	93	0	427	354
Irak4	1246	373	1114	255	647	183	0	810	590
Ireb2	532	238	398	222	331	123	0	577	416
Irf1	1669	621	1642	341	1219	441	0	1904	856
Irf2	828	323	862	211	564	235	0	738	525
Irf2bp1	29	11	20	6	10	5	0	10	21
Irf2bp2	248	109	259	81	80	45	0	395	431
Irf2bpl	255	73	174	62	164	33	0	232	117
Irf3	428	175	381	121	323	83	0	357	439
Irf4	536	238	762	144	212	159	0	138	121
Irf5	5297	2540	5137	1489	2878	1134	0	5179	3172
Irf6	10	14	9	2	9	4	0	7	7
Irf7	2367	1372	3124	746	817	736	0	1472	568
Irf8	2725	1206	2211	573	798	544	0	1882	1231
Irf9	1684	693	1558	387	591	258	0	1098	544
Irgc1	31	22	14	5	1	2	0	22	9
Irgm1	1401	858	1690	374	433	447	0	1677	651
Irgm2	418	194	426	112	222	119	0	309	270
Irgq	74	50	96	14	32	4	0	61	29
Irs1	1	2	3	0	4	0	0	2	5
Irs2	85	42	88	31	80	15	0	61	170
Irs3	1	6	0	1	1	0	0	2	0
Irs4	4	4	2	2	0	2	0	0	1
Irx1	0	0	0	0	0	0	0	0	3
Irx2	0	2	0	0	0	2	0	0	0
Irx3	0	1	0	0	0	0	0	0	0
Irx4	0	0	0	0	0	0	0	0	0
Irx5	0	0	0	0	1	0	0	0	0
Irx6	1	0	0	0	1	0	0	0	0
Isca1	112	56	92	16	79	18	0	63	91
Isca2	378	196	308	113	229	76	0	354	293
Iscu	500	209	485	123	235	76	0	433	262
Isg15	175	90	111	30	13	50	0	66	33
Isg20	241	121	205	54	84	51	0	116	106
Isg20l2	259	95	276	44	105	24	0	133	75
Isl1	7	2	4	3	1	1	0	0	0
Isl2	3	2	2	0	0	0	0	0	1
Islr	0	2	0	0	0	0	0	0	0
Islr2	0	4	2	0	1	0	0	3	0
Ism1	2	2	0	2	0	0	0	5	0
Ism2	5	3	1	0	11	2	0	4	3
Isoc1	297	155	329	63	92	32	0	139	137
Isoc2a	21	7	4	4	17	4	0	13	14
Isoc2b	52	20	38	5	20	6	0	44	42
Ispd	8	7	18	15	22	2	0	4	52
Ist1	1661	611	1464	419	948	264	0	1677	1466
Isx	4	4	0	0	3	0	0	2	2
Isy1	163	64	124	44	118	25	0	127	223
Isyna1	480	170	470	97	128	89	0	284	408
Itch	1643	645	1839	549	1922	435	0	1577	1607
Itfg1	557	259	422	147	297	110	0	405	562
Itfg2	75	26	50	27	65	18	0	48	52
Itga1	603	333	448	199	23	107	0	130	42
Itga10	2	1	4	2	5	0	0	0	4
Itga11	9	4	4	1	3	1	0	5	13
Itga2	55	31	15	29	40	19	0	98	24
Itga2b	21	25	24	17	15	19	0	581	10
Itga3	4	1	1	3	21	0	0	0	2
Itga4	5510	2305	5907	1867	6470	1421	0	5151	3996
Itga5	917	306	927	162	179	135	0	724	720
Itga6	30	19	30	3	14	8	0	82	207
Itga7	16	1	3	0	11	0	0	6	18
Itga8	205	137	50	51	88	42	0	89	97
Itga9	5	7	12	5	16	1	0	2	80
Itgad	10	3	1	5	13	1	0	7	18
Itgae	18	4	6	5	29	2	0	10	25
Itgal	5851	2251	3486	1833	8182	1048	0	3667	5938
Itgam	874	431	774	292	676	238	0	1127	931
Itgav	741	316	501	320	600	164	0	486	696
Itgax	251	94	97	62	1326	45	0	219	3126
Itgb1	3493	1392	2081	444	1584	230	0	1231	1945
Itgb1bp1	390	126	279	66	161	54	0	297	244
Itgb1bp2	14	2	10	2	10	1	0	4	2
Itgb2	9642	4083	6880	2416	8878	1819	1	7603	10087
Itgb2l	7	4	2	3	7	1	0	52	5
Itgb3	140	115	145	34	140	29	0	353	99
Itgb3bp	29	13	17	1	5	4	0	9	20
Itgb4	5	11	3	1	4	2	0	9	8
Itgb5	190	82	122	49	257	36	0	107	612
Itgb6	2	4	0	5	1	1	0	6	8
Itgb7	3832	2020	3718	838	699	685	0	3129	572
Itgb8	2	17	8	4	14	2	0	7	18
Itgbl1	5	15	14	5	3	2	0	0	12
Itih1	4	2	4	1	1	0	0	1	3
Itih2	4	6	10	1	11	0	0	2	6
Itih3	2	10	1	1	0	0	0	1	4
Itih4	0	4	0	0	0	1	0	1	1
Itih5	11	4	6	2	8	5	0	6	2
Itk	45	4	3	4	16	5	0	16	5
Itln1	0	2	0	1	1	0	0	0	0
Itm2a	25	5	7	2	29	1	0	13	27
Itm2b	15262	7046	13914	3782	6035	2876	0	11894	13434
Itm2c	1316	598	1170	310	584	227	0	1147	1586
Itpa	140	49	98	34	54	28	0	104	109
Itpk1	400	102	300	71	125	65	0	277	260
Itpka	0	1	4	0	0	0	0	3	0
Itpkb	301	78	220	37	222	27	0	153	235
Itpkc	8	11	6	6	5	6	0	12	14
Itpr1	1141	556	1072	311	420	250	0	600	367
Itpr2	440	193	337	104	249	65	0	251	416
Itpr3	33	16	30	13	91	6	0	67	70
Itpripl1	655	217	849	253	294	126	0	593	505
Itpripl2	158	67	105	54	72	27	0	125	175
Itsn1	113	56	100	22	40	20	0	47	218
Itsn2	993	413	782	220	532	153	0	740	772
Ivd	292	97	238	67	120	55	0	174	223
Ivl	2	4	0	0	0	1	0	1	4
Ivns1abp	1243	678	1205	370	774	289	0	1001	1909
Iws1	214	132	239	102	148	58	0	291	254
Iyd	0	1	0	1	0	1	0	1	0
Izumo1	1	0	0	0	0	0	0	0	1
Izumo1r	4	2	5	1	11	1	0	0	3
Izumo2	0	0	0	0	0	1	0	0	0
Izumo3	0	4	0	2	0	0	0	1	2
Izumo4	53	33	51	20	41	10	0	31	21
Jade1	55	27	45	10	85	16	0	34	71
Jade2	26	12	2	3	324	6	0	61	164
Jade3	47	19	12	15	18	4	0	21	53
Jag1	15	6	14	11	96	0	0	11	116
Jag2	4	5	8	0	0	0	0	1	26
Jagn1	252	111	226	68	149	38	0	195	224
Jak1	2552	898	1916	664	1477	500	0	2077	2031
Jak2	298	158	214	84	293	43	0	294	316
Jak3	379	49	204	54	176	30	0	273	330
Jakmip1	24	2	13	6	11	5	0	23	5
Jakmip2	8	8	7	0	8	1	0	0	10
Jakmip3	0	0	0	0	0	0	0	0	0
Jam2	4	5	6	0	1	0	0	0	35
Jam3	3	4	1	0	3	2	0	7	3
Jaml	237	66	91	29	2	19	0	634	172
Jarid2	1418	718	1057	480	747	285	0	1402	796
Jazf1	78	38	52	23	19	10	0	28	9
Jcad	24	13	29	9	2	1	0	16	18
Jchain	0	3	6	0	3	1	0	0	0
Jdp2	10	0	5	1	12	0	0	10	30
