	Mo.Ly6C+.Lu#1	Mo.Ly6C+.Lu#2	Mo.Ly6C+.Lu#3	Mo.Ly6C+.Lu.KPd17#1	Mo.Ly6C+.Lu.KPd17#2	Mo.Ly6C+.Lu.KPd28#1	Mo.Ly6C+.Lu.KPd28#2	Mo.Ly6C+.Lu.KPd28#3
Ogg1	17	21	12	15	30	18	20	21
Ogn	2	2	9	9	8	14	1	8
Ogt	2011	2879	1757	1684	2221	1625	1767	2188
Oip5	5	6	2	0	3	1	10	4
Oit1	2	3	2	0	0	3	1	3
Oit3	5	0	4	1	9	0	7	5
Ola1	316	306	260	285	335	366	425	451
Olah	5	0	1	0	0	1	0	2
Olfm1	194	134	84	79	129	172	164	226
Olfm2	5	13	6	1	4	1	5	0
Olfm3	3	10	3	2	0	0	3	4
Olfm4	2	0	1	4	2	1	1	1
Olfm5	2	3	1	2	2	2	0	4
Olfml1	2	0	0	0	0	5	2	0
Olfml2a	0	6	3	2	11	1	5	3
Olfml2b	10	5	3	3	2	7	16	7
Olfml3	2	3	2	4	9	43	25	92
Olfr1	0	1	5	1	7	0	1	2
Olfr10	3	0	0	0	5	2	1	0
Olfr1000	0	2	2	2	2	3	2	1
Olfr1002	0	0	3	5	2	0	3	0
Olfr1006	0	3	3	0	0	2	0	1
Olfr1008	0	0	2	6	1	1	0	2
Olfr1009	0	1	4	0	15	2	2	3
Olfr101	0	1	1	0	0	0	0	0
Olfr1012	8	6	6	3	1	0	3	5
Olfr1013	13	3	1	6	0	0	5	5
Olfr1014	0	0	1	0	3	0	1	0
Olfr1015	0	1	0	0	4	0	0	1
Olfr1016	1	3	0	4	2	0	2	3
Olfr1018	8	2	5	3	0	0	5	1
Olfr1019	4	3	2	0	1	0	0	4
Olfr102	5	0	1	0	1	0	2	0
Olfr1020	0	1	2	1	4	0	1	0
Olfr1022	0	0	1	1	2	2	0	0
Olfr1023	0	5	0	0	4	0	2	1
Olfr1024	1	6	0	2	10	0	0	1
Olfr1025-ps1	1	2	0	2	0	8	1	0
Olfr1026	2	0	3	5	2	1	0	0
Olfr1028	2	3	0	0	1	0	1	1
Olfr1029	0	2	2	0	5	0	0	2
Olfr103	8	1	0	0	2	0	6	0
Olfr1030	1	17	6	1	7	1	1	3
Olfr1031	1	3	3	0	1	0	0	0
Olfr1032	0	1	1	0	0	0	0	1
Olfr1033	5	7	2	1	2	12	3	3
Olfr1034	0	7	1	0	0	0	0	0
Olfr1036	2	3	0	1	1	0	2	0
Olfr1037	2	1	0	1	0	0	0	0
Olfr1039	2	5	0	2	3	0	1	2
Olfr104-ps	4	1	4	9	7	1	2	5
Olfr1040	0	0	2	0	0	0	2	0
Olfr1042	0	0	1	0	4	3	0	2
Olfr1043	2	5	0	7	12	0	1	3
Olfr1044	2	4	1	1	2	0	3	4
Olfr1045	2	1	0	0	3	2	2	3
Olfr1046	15	0	1	2	4	0	0	3
Olfr1047	1	1	2	6	8	0	0	1
Olfr1048	16	10	0	3	0	4	1	6
Olfr1049	0	0	0	0	2	0	0	0
Olfr105-ps	2	3	10	1	4	2	1	0
Olfr1051	0	1	2	0	1	0	0	0
Olfr1052	2	0	0	1	0	0	4	1
Olfr1053	0	0	1	0	0	0	0	1
Olfr1054	1	2	0	0	5	0	2	0
Olfr1055	0	0	0	0	1	0	0	0
Olfr1056	0	0	6	1	1	5	0	4
Olfr1057	6	3	1	1	1	0	0	0
Olfr1058	0	0	0	0	0	0	0	0
Olfr106-ps	0	0	2	0	4	0	1	0
Olfr1061	1	0	2	0	0	2	0	0
Olfr1062	0	0	0	2	1	0	0	0
Olfr1065	0	3	1	0	2	0	0	2
Olfr1066	0	0	0	3	0	0	1	1
Olfr107	2	3	1	0	11	0	0	1
Olfr1076	1	1	0	0	0	0	0	0
Olfr1079	4	1	2	0	1	0	0	0
Olfr108	0	3	0	0	0	3	0	0
Olfr1080	0	3	1	5	2	1	5	5
Olfr1082	0	2	0	0	2	0	0	1
Olfr1084	0	0	1	0	1	0	0	0
Olfr1085	2	3	0	0	0	2	0	10
Olfr1086	0	1	2	1	0	0	0	3
Olfr1087	5	1	0	0	3	11	7	0
Olfr1089	1	5	0	1	1	0	0	1
Olfr109	2	7	5	0	5	2	0	4
Olfr1090	8	3	3	4	11	0	2	5
Olfr1093	1	2	2	0	3	0	0	4
Olfr1094	1	0	0	0	0	0	3	1
Olfr1095	0	0	0	3	0	0	0	0
Olfr1097	3	12	0	13	5	0	3	4
Olfr1098	12	0	0	3	3	0	0	2
Olfr1099	6	2	4	7	14	0	8	5
Olfr11	0	2	0	0	3	0	0	1
Olfr110	0	4	2	3	8	1	0	4
Olfr1100	3	0	0	2	2	0	0	4
Olfr1101	1	0	10	1	12	0	3	0
Olfr1102	0	0	3	1	2	0	2	8
Olfr1104	3	1	0	2	7	0	0	6
Olfr1105	1	4	0	1	4	0	0	5
Olfr1106	1	7	2	0	3	4	2	0
Olfr1107	4	9	3	13	1	0	1	0
Olfr1109	6	6	1	1	1	0	0	2
Olfr111	2	4	4	0	4	5	0	2
Olfr1110	0	5	1	1	0	1	1	5
Olfr1111	1	4	1	0	3	0	5	1
Olfr1112	2	3	1	5	2	0	0	3
Olfr1113	0	3	0	0	0	3	0	0
Olfr1115	6	0	3	0	0	0	1	0
Olfr1116	15	8	8	6	4	0	5	8
Olfr1118	2	2	0	0	4	0	1	0
Olfr112	4	3	4	1	7	1	1	4
Olfr1120	0	1	0	1	0	0	3	0
Olfr1121	2	7	2	0	2	0	4	4
Olfr1122	3	2	0	11	1	1	9	8
Olfr1123	4	6	6	6	3	0	3	1
Olfr1124	3	3	1	0	3	0	1	2
Olfr1126	3	0	3	0	3	0	1	0
Olfr1128	3	0	2	0	2	0	0	0
Olfr1129	0	0	2	0	0	0	0	0
Olfr113	0	1	0	0	2	1	0	0
Olfr1130	6	1	0	2	0	2	0	2
Olfr1131	2	5	0	0	3	0	0	0
Olfr1132	0	0	0	0	0	0	3	2
Olfr1133	2	0	1	0	3	0	2	0
Olfr1134	0	0	0	0	0	0	0	0
Olfr1135	9	3	1	5	8	0	0	0
Olfr1136	1	1	2	1	4	2	7	7
Olfr1137	7	0	2	4	0	0	0	4
Olfr1138	4	1	0	1	2	0	0	1
Olfr114	0	2	2	0	2	0	3	0
Olfr1140	0	0	2	3	3	0	1	6
Olfr1141	0	0	0	0	5	0	0	4
Olfr1143	0	2	0	0	1	0	8	2
Olfr1145	0	0	0	0	0	0	0	0
Olfr1148	0	9	1	0	1	0	5	2
Olfr115	0	0	0	2	3	0	0	2
Olfr1150-ps1	4	1	0	0	2	0	0	0
Olfr1151	0	1	1	0	0	0	0	1
Olfr1152	6	5	1	2	9	0	5	3
Olfr1153	3	11	0	0	3	0	3	0
Olfr1154	3	0	0	4	1	0	0	9
Olfr1155	3	0	1	2	6	0	2	0
Olfr1156	1	0	0	1	3	2	0	0
Olfr1157	1	3	1	5	5	0	0	3
Olfr1158	0	0	0	1	0	0	0	1
Olfr116	2	3	8	11	6	1	7	2
Olfr1160	3	0	0	4	3	1	5	0
Olfr1161	4	3	0	4	4	2	2	4
Olfr1162	0	0	2	1	2	0	0	4
Olfr1163	2	2	0	1	0	0	0	3
Olfr1164	0	2	0	0	1	0	0	0
Olfr1166	5	2	1	2	2	0	1	1
Olfr1167	2	0	0	0	0	0	0	0
Olfr1168	0	2	2	5	2	0	2	2
Olfr117	1	1	0	1	3	0	0	3
Olfr1170	3	7	6	3	1	3	7	7
Olfr1173	8	3	2	2	11	1	3	6
Olfr1174-ps	4	4	3	6	7	1	1	0
Olfr1175-ps	3	1	4	2	7	1	3	10
Olfr1176	2	1	1	1	3	0	0	1
Olfr1177-ps	2	0	1	0	0	0	0	4
Olfr1178	2	0	8	6	8	0	4	3
Olfr1179	0	0	0	1	1	0	1	0
Olfr118	1	0	0	0	2	5	3	1
Olfr1180	0	0	0	1	8	0	2	0
Olfr1181	2	0	1	4	1	0	3	1
Olfr1183	5	6	3	7	8	4	8	10
Olfr1184	5	9	4	1	9	0	11	2
Olfr1185-ps1	3	5	3	1	12	0	0	10
Olfr1186	6	0	1	1	5	1	1	1
Olfr1188	2	3	3	2	0	0	2	1
Olfr1189	0	0	0	0	0	0	0	1
Olfr119	3	0	0	0	0	0	0	2
Olfr1191-ps1	7	7	0	0	16	1	2	3
Olfr1192-ps1	0	3	3	2	4	0	1	11
Olfr1193	5	7	1	6	0	0	1	1
Olfr1195	6	2	0	0	2	7	3	0
Olfr1196	0	1	1	1	0	0	5	1
Olfr1197	2	2	6	0	2	0	1	4
Olfr1198	0	1	1	0	2	0	1	0
Olfr1199	1	2	1	2	3	7	1	0
Olfr12	3	1	7	13	3	2	2	5
Olfr120	3	0	0	6	7	0	0	5
Olfr1200	7	20	5	22	5	3	2	5
Olfr1201	3	0	0	0	5	0	3	2
Olfr1202	4	8	2	3	16	0	9	2
Olfr1204	2	9	6	1	6	1	11	3
Olfr1205	4	5	9	13	8	0	15	8
Olfr1206	1	0	1	2	5	0	2	2
Olfr1208	1	1	2	2	7	0	1	5
Olfr1209	0	1	3	5	19	0	2	11
Olfr121	0	0	0	0	2	0	2	0
Olfr1211	6	0	3	1	9	4	3	4
Olfr1212	14	4	3	9	1	0	4	4
Olfr1214	1	10	0	2	5	0	1	3
Olfr1215	0	6	2	0	2	0	3	3
Olfr1216	3	0	4	2	2	1	3	5
Olfr1217	1	5	0	0	5	0	2	2
Olfr1218	13	1	6	7	3	1	3	1
Olfr1219	15	6	0	1	6	1	4	1
Olfr122	1	0	1	0	4	0	2	0
Olfr1220	6	0	2	4	4	1	1	1
Olfr1221	0	2	0	0	5	0	2	0
Olfr1222	4	6	2	3	4	0	4	4
Olfr1223	0	0	1	0	3	0	0	1
Olfr1224-ps1	5	0	0	1	0	0	4	2
Olfr1225	5	2	0	0	4	1	1	7
Olfr1226	7	8	1	2	2	0	9	0
Olfr1228	5	1	1	0	10	0	0	0
Olfr1229	14	4	2	0	2	1	7	4
Olfr123	4	0	4	0	0	0	3	3
Olfr1230	1	0	0	0	4	0	2	0
Olfr1231	6	4	1	10	3	3	0	1
Olfr1232	3	0	1	2	6	1	2	1
Olfr1233	3	8	7	9	13	2	1	4
Olfr1234	0	0	1	5	0	2	0	6
Olfr1238	2	2	1	0	4	0	4	7
Olfr1239	1	1	0	1	0	0	0	3
Olfr124	0	1	2	3	0	0	0	6
Olfr1240	3	5	0	1	3	4	0	0
Olfr1241	5	0	1	3	2	0	2	0
Olfr1242	2	0	0	0	5	0	5	2
Olfr1243	2	1	1	2	5	0	0	4
Olfr1245	1	7	1	0	3	3	0	0
Olfr1246	2	6	0	1	2	2	7	4
Olfr1247	0	5	0	2	14	3	3	4
Olfr1248	0	1	0	0	2	0	0	0
Olfr1249	2	2	0	5	3	0	0	2
Olfr125	0	1	1	5	20	0	0	1
Olfr1250	1	0	0	0	0	5	0	0
Olfr1251	2	0	3	2	7	0	3	2
Olfr1252	2	5	3	0	2	0	3	2
Olfr1253	9	2	0	5	11	2	7	5
Olfr1254	4	4	0	2	1	0	1	7
Olfr1255	2	0	1	0	2	0	7	0
Olfr1256	9	3	1	0	10	0	2	6
Olfr1257	0	2	0	2	2	0	2	2
Olfr1258	9	3	3	11	18	0	4	2
Olfr1259	2	2	6	3	3	3	2	8
Olfr126	1	5	0	2	5	0	0	1
Olfr1260	0	0	0	0	5	1	0	4
Olfr1261	0	3	2	0	1	3	0	1
Olfr1262	2	4	5	2	2	0	5	3
Olfr1263	4	1	1	2	2	3	3	3
Olfr1264	0	5	2	4	4	2	1	2
Olfr1265	1	0	0	6	4	2	2	0
Olfr1269	6	1	0	4	1	1	3	2
Olfr127	0	4	9	1	6	0	1	6
Olfr1270	7	3	1	2	7	3	2	2
Olfr1271	4	10	1	6	17	0	6	5
Olfr1272	2	2	1	0	5	0	0	0
Olfr1274-ps	6	15	2	4	11	11	3	0
Olfr1275	1	2	3	0	4	0	2	0
Olfr1276	20	10	3	3	5	3	2	6
Olfr1277	3	3	0	0	3	0	1	2
Olfr1278	13	7	1	2	3	0	0	6
Olfr1279	5	10	3	3	2	0	0	1
Olfr128	3	8	0	0	1	1	0	4
Olfr1280	19	5	3	11	11	4	5	3
Olfr1281	3	1	0	0	2	0	0	2
Olfr1282	0	0	0	0	0	0	0	0
Olfr1283	3	0	0	0	1	2	0	1
Olfr1284	6	0	0	0	0	0	0	0
Olfr1286	6	2	0	2	0	2	0	0
Olfr1287	2	0	0	0	0	0	0	0
Olfr1288	2	0	3	0	0	0	1	0
Olfr1289	2	1	2	1	3	4	6	3
Olfr129	0	5	1	1	7	3	0	6
Olfr1290	0	5	1	1	10	0	2	3
Olfr1291-ps1	1	2	1	3	5	0	1	4
Olfr1293-ps	2	1	2	8	0	0	6	3
Olfr1294	3	7	0	0	0	0	0	0
Olfr1295	8	0	1	0	3	0	0	0
Olfr1297	7	4	5	4	2	3	3	1
Olfr1298	4	0	0	1	0	0	2	0
Olfr1299	1	0	0	0	4	0	0	0
Olfr13	6	2	3	1	6	0	2	4
Olfr130	2	4	2	0	4	0	2	2
Olfr1301	7	7	0	0	4	0	0	5
Olfr1302	2	1	0	0	4	3	0	4
Olfr1303	3	4	2	1	2	0	0	4
Olfr1305	3	0	0	0	3	0	4	0
Olfr1306	0	1	0	0	3	5	2	1
Olfr1307	5	2	9	3	5	0	10	8
Olfr1308	0	8	0	0	5	1	1	0
Olfr1309	3	2	4	5	5	2	0	0
Olfr131	0	1	0	0	6	0	2	0
Olfr1310	5	0	1	7	0	0	1	2
Olfr1311	7	0	3	0	1	0	2	1
Olfr1312	3	5	0	2	5	0	1	1
Olfr1313	3	5	5	4	15	3	1	3
Olfr1314	0	0	0	0	2	0	1	0
Olfr1315-ps1	0	0	0	0	0	0	0	0
Olfr1316	17	1	4	0	8	1	2	16
Olfr1317	4	0	0	0	0	0	1	0
Olfr1318	5	4	3	0	0	0	0	4
Olfr132	0	1	2	2	0	0	2	0
Olfr1320	0	2	2	0	0	0	0	0
Olfr1321	2	3	3	1	0	0	0	0
Olfr1322	0	0	0	1	0	0	0	1
Olfr1323	4	0	0	0	3	0	4	3
Olfr1324	1	5	1	1	0	0	2	0
Olfr1325	0	0	2	1	0	0	3	1
Olfr1326-ps1	0	0	3	1	0	0	0	0
Olfr1328	8	7	0	2	4	4	0	3
Olfr1329	0	0	1	0	1	0	2	3
Olfr133	1	1	3	0	8	0	0	0
Olfr1330	11	3	2	3	6	6	1	4
Olfr1331	10	4	2	4	0	1	1	5
Olfr1333	2	0	0	0	3	0	1	0
Olfr1335	2	1	0	0	1	0	0	0
Olfr1336	5	3	1	5	10	0	2	9
Olfr1337	1	1	0	0	0	1	2	2
Olfr1338	11	0	3	4	4	0	1	1
Olfr1339	0	1	1	1	0	0	0	1
Olfr134	1	0	1	2	0	0	0	0
Olfr1340	2	3	0	0	2	0	0	4
Olfr1341	4	13	0	3	8	0	5	9
Olfr1342	3	2	0	0	0	0	4	2
Olfr1344	0	0	0	1	0	0	0	0
Olfr1346	0	11	1	3	3	7	2	2
Olfr1347	1	0	0	0	1	0	0	0
Olfr1348	2	3	1	0	0	0	0	2
Olfr1349	2	2	8	0	10	0	1	4
Olfr135	0	0	2	0	1	0	5	2
Olfr1350	0	0	0	0	3	0	0	0
Olfr1351	5	3	6	0	1	0	1	1
Olfr1352	5	2	2	1	5	0	6	0
Olfr1353	5	4	1	1	2	2	5	8
Olfr1354	1	0	3	1	0	0	1	0
Olfr1355	7	1	0	9	0	6	3	4
Olfr1356	8	1	6	0	1	0	2	6
Olfr1357	0	1	1	1	3	0	3	0
Olfr1358	0	0	0	0	0	0	1	0
Olfr1359	5	3	5	2	2	0	7	4
Olfr136	14	1	1	3	3	5	0	7
Olfr1360	0	0	0	1	2	2	1	0
Olfr1361	1	5	0	0	2	0	4	0
Olfr1362	2	0	0	0	2	4	0	0
Olfr1364	0	0	1	0	0	0	7	0
Olfr1366	4	7	0	1	6	1	0	0
Olfr1367	2	0	4	0	0	2	0	0
Olfr1368	5	0	0	0	0	0	1	0
Olfr1369-ps1	0	1	2	3	0	0	1	2
Olfr137	1	0	3	1	3	0	0	5
Olfr1370	0	8	2	0	7	0	6	4
Olfr1371	1	0	0	0	0	0	0	0
Olfr1373	0	0	0	0	1	0	0	0
Olfr1375	0	0	0	0	0	0	0	0
Olfr1377	4	6	1	2	5	4	11	0
Olfr1378	2	0	9	1	0	0	4	4
Olfr138	4	1	1	1	1	0	5	2
Olfr1380	0	8	0	1	0	0	4	1
Olfr1381	1	2	1	1	9	1	0	6
Olfr1382	1	5	0	1	12	1	0	1
Olfr1383	0	0	1	0	4	0	1	1
Olfr1384	4	0	6	2	11	0	3	3
Olfr1385	5	2	0	0	1	0	4	3
Olfr1386	3	6	0	4	3	1	0	4
Olfr1387	0	1	0	4	3	0	4	1
Olfr1388	0	6	5	0	8	0	1	2
Olfr1389	1	2	10	0	0	0	1	0
Olfr139	1	1	0	4	3	0	1	1
Olfr1390	3	0	0	1	4	0	3	3
Olfr1391	3	0	2	0	1	0	0	1
Olfr1392	1	3	0	0	3	0	3	0
Olfr1393	0	2	1	0	2	1	4	10
Olfr1394	11	1	1	4	3	0	0	3
Olfr1395	1	0	0	0	1	2	0	2
Olfr1396	2	6	6	4	2	3	9	4
Olfr140	0	0	2	0	0	0	3	1
Olfr1402	1	0	2	1	2	0	0	1
Olfr1404	1	23	0	0	5	2	7	9
Olfr1406	5	8	4	6	5	2	7	3
Olfr1408	3	0	3	4	5	0	0	3
Olfr141	4	0	6	7	3	0	0	3
Olfr1410	6	4	1	1	9	3	0	0
Olfr1411	0	0	0	0	0	0	0	0
Olfr1412	0	0	0	0	0	0	1	0
Olfr1413	0	3	0	1	1	1	0	1
Olfr1414	2	6	11	0	5	6	6	6
Olfr1415	1	1	1	0	8	0	2	0
Olfr1416	0	1	0	1	0	2	1	3
Olfr1417	0	0	6	4	10	0	4	3
Olfr1418	4	5	0	3	16	2	0	4
Olfr1419	9	5	2	0	3	0	1	0
Olfr142	5	0	1	5	1	0	1	1
Olfr1420	2	0	1	7	4	0	2	0
Olfr1423	9	1	1	0	9	4	2	1
Olfr1424	0	1	0	0	0	0	0	0
Olfr1425	3	0	3	0	3	0	0	0
Olfr1426	9	0	0	2	1	0	1	4
Olfr1427	2	1	5	1	7	0	0	2
Olfr1428	3	2	0	0	1	0	0	1
Olfr143	17	8	2	1	3	1	4	2
Olfr1431	0	0	0	2	3	0	4	1
Olfr1432	6	0	7	0	1	0	0	2
Olfr1434	0	0	0	0	3	0	1	5
Olfr1436	0	1	0	0	1	0	2	0
Olfr1437	0	0	2	5	1	0	1	0
Olfr1438-ps1	0	2	1	7	9	1	3	10
Olfr1440	5	4	7	3	6	0	6	0
Olfr1441	1	5	2	0	0	0	0	1
Olfr1442	5	0	3	3	12	2	1	3
Olfr1443	9	3	2	2	9	1	1	1
Olfr1444	1	0	1	0	4	1	6	4
Olfr1445	1	0	0	2	0	0	0	0
Olfr1446	2	3	1	3	9	3	5	6
Olfr1447	0	0	0	1	0	4	0	0
Olfr1448	7	6	3	7	4	0	7	6
Olfr1449	0	3	0	1	0	1	0	0
Olfr145	14	0	1	2	3	1	3	3
Olfr1450	5	2	1	3	2	4	2	5
Olfr1451	2	0	0	0	7	0	0	6
Olfr1453	11	0	3	0	7	0	0	1
Olfr1454	4	1	5	2	14	10	2	4
Olfr1457	2	3	1	0	7	0	0	0
Olfr1458	0	0	1	0	0	0	0	0
Olfr1459	8	1	3	0	4	0	3	0
Olfr146	0	0	2	2	0	0	2	2
Olfr1461	2	0	4	3	4	0	0	0
Olfr1462	0	4	5	2	4	0	0	3
Olfr1463	5	2	0	0	4	0	2	0
Olfr1465	0	0	0	0	2	0	0	0
Olfr1466	1	0	0	1	5	0	3	0
Olfr1467	7	1	1	8	4	0	1	6
Olfr1469	5	1	2	3	2	0	5	1
Olfr147	4	0	3	0	11	0	6	0
Olfr1471	1	0	6	0	5	0	7	1
Olfr1472	2	2	2	1	0	0	0	8
Olfr1474	0	0	0	0	1	0	0	0
Olfr1475	0	0	0	2	0	0	3	0
Olfr1477	12	1	2	6	1	1	2	3
Olfr148	0	0	1	2	0	0	1	3
Olfr1480	2	2	3	3	2	4	2	0
Olfr1484	6	3	0	0	0	0	5	1
Olfr1487	2	4	3	3	5	1	3	4
Olfr1489	4	2	4	8	7	8	7	3
Olfr149	0	3	3	0	2	0	2	1
Olfr1490	2	0	1	4	10	0	4	1
Olfr1491	0	0	1	0	2	0	0	3
Olfr1493-ps1	0	3	2	0	2	0	0	0
Olfr1494	2	0	1	1	2	1	2	2
Olfr1495	1	5	2	6	5	0	11	1
Olfr1496	1	0	0	0	0	0	0	5
Olfr1497	2	6	2	0	8	0	0	1
Olfr1499	0	3	0	0	2	0	5	1
Olfr15	1	14	5	1	5	0	2	3
Olfr150	2	5	0	0	10	0	0	3
Olfr1500	9	2	0	0	3	0	1	2
Olfr1501	4	7	2	2	20	0	5	5
Olfr1502	1	0	0	1	0	1	0	0
Olfr1504	0	0	1	3	0	6	0	1
Olfr1505	8	2	3	0	1	3	0	7
Olfr1506	0	0	0	0	0	0	0	0
Olfr1507	0	0	0	0	10	1	1	0
Olfr1508	0	5	0	5	4	0	13	5
Olfr1509	1	1	1	0	1	0	2	4
Olfr1510	0	2	0	1	0	0	0	2
Olfr1511	0	2	0	0	3	0	1	1
Olfr1512	0	4	0	2	2	8	1	2
Olfr1513	3	1	2	5	7	1	8	1
Olfr152	1	6	0	1	1	0	3	0
Olfr153	0	0	0	0	0	0	0	1
Olfr1532-ps1	3	1	0	0	2	0	6	5
Olfr1535	2	0	0	4	5	0	5	5
Olfr1537	1	0	2	0	0	0	0	1
Olfr154	0	2	0	0	0	0	0	0
Olfr155	0	1	0	1	0	2	2	0
Olfr1555-ps1	0	10	1	0	2	1	0	1
Olfr156	0	3	0	1	2	0	0	0
Olfr1564	2	3	4	1	2	0	0	0
Olfr157	12	14	8	2	7	2	6	1
Olfr159	0	1	1	2	0	0	0	0
Olfr16	9	0	0	1	4	0	2	1
Olfr160	3	1	3	0	4	1	0	1
Olfr161	9	2	3	8	7	4	11	9
Olfr164	12	8	1	0	2	0	3	1
Olfr165	3	0	3	1	1	0	0	0
Olfr166	0	7	5	0	7	0	4	5
Olfr167	2	5	2	2	13	4	6	0
Olfr168	1	4	2	0	6	0	0	0
Olfr169	3	1	0	0	1	0	2	4
Olfr17	1	2	8	0	1	0	2	2
Olfr170	1	0	0	0	0	0	1	0
Olfr171	0	0	1	1	0	0	0	0
Olfr172	0	0	1	4	4	0	1	2
Olfr173	7	9	8	3	3	7	2	10
Olfr175-ps1	0	0	0	0	0	0	1	3
Olfr177	1	3	8	0	1	0	0	3
Olfr178	4	0	0	0	1	0	1	3
Olfr18	4	3	2	0	0	0	1	0
Olfr180	5	0	0	0	0	0	0	0
Olfr181	3	0	0	0	6	0	1	1
Olfr183	10	1	4	5	7	0	2	17
Olfr186	1	0	0	8	0	0	1	0
Olfr187	1	2	0	0	0	0	2	0
Olfr19	1	4	2	0	0	0	0	0
Olfr190	6	3	3	8	10	0	4	2
Olfr191	8	2	17	0	7	1	3	0
Olfr193	3	10	5	3	10	0	6	1
Olfr194	6	5	6	4	20	5	6	6
Olfr195	0	0	1	3	0	0	0	0
Olfr196	8	2	5	1	2	7	6	8
Olfr198	0	0	3	0	1	1	1	1
Olfr199	0	0	0	0	1	3	0	5
Olfr2	9	0	5	1	5	0	0	5
Olfr20	0	0	0	0	0	0	0	0
Olfr201	1	6	0	2	5	0	8	0
Olfr202	2	0	0	0	6	2	2	11
Olfr203	0	0	0	0	1	0	0	1
Olfr204	1	11	1	2	9	2	2	2
Olfr205	4	0	0	0	2	0	0	2
Olfr206	0	0	1	0	0	0	2	2
Olfr209	1	0	0	0	0	0	0	0
Olfr211	9	2	1	0	5	0	0	0
Olfr212	5	2	1	3	1	1	0	1
Olfr213	4	3	2	0	8	0	7	0
Olfr214	0	3	2	1	2	1	4	0
Olfr215	5	7	3	2	12	3	4	0
Olfr218	7	3	8	3	4	0	0	3
Olfr220	6	2	1	0	4	0	5	6
Olfr221	0	3	2	0	9	2	0	1
Olfr222	3	8	0	2	0	1	0	0
Olfr223	0	0	0	1	0	0	0	1
Olfr224	4	0	0	3	3	0	4	5
Olfr228	1	0	0	0	2	1	0	1
Olfr229	0	4	1	0	3	0	0	0
Olfr23	3	2	2	3	3	0	0	4
Olfr231	9	5	1	2	1	0	0	4
Olfr235	2	3	0	1	0	0	0	3
Olfr237-ps1	4	10	0	0	11	1	0	3
Olfr239	3	2	1	2	3	2	1	1
Olfr24	5	4	1	2	11	0	2	5
Olfr243	0	1	0	0	0	0	0	1
Olfr247	0	0	0	0	0	0	0	0
Olfr248	3	0	0	1	0	0	0	0
Olfr25	10	4	1	7	17	1	5	9
Olfr250	6	6	2	4	0	0	2	6
Olfr251	1	0	2	5	4	0	13	4
Olfr259	5	4	1	0	5	0	9	4
Olfr26	0	1	0	1	0	1	2	0
Olfr262	5	0	0	0	1	0	0	1
Olfr263	1	2	0	0	0	0	0	0
Olfr266	6	5	2	2	4	0	1	0
Olfr267	7	0	2	4	10	2	0	0
Olfr27	0	2	0	2	0	2	5	6
Olfr270	0	1	0	1	3	4	0	1
Olfr272	1	0	0	2	2	0	3	1
Olfr273	4	6	2	0	0	0	4	5
Olfr275	3	0	1	1	5	0	0	0
Olfr279	9	2	0	0	0	0	2	2
Olfr281	7	1	7	3	6	1	2	1
Olfr282	2	0	0	0	2	0	0	2
Olfr283	0	1	2	0	3	0	0	1
Olfr284	0	0	0	0	7	0	2	1
Olfr285	11	4	3	3	7	0	0	3
Olfr286	4	8	2	0	0	0	1	0
Olfr287	0	0	1	2	2	3	0	2
Olfr288	0	1	1	0	2	0	0	1
Olfr290	7	1	0	8	5	3	3	0
Olfr291	0	6	4	3	1	0	0	2
Olfr292	2	0	0	2	0	1	0	5
Olfr293	9	3	0	2	2	2	4	5
Olfr294	2	0	1	0	0	0	0	1
Olfr295	3	2	4	0	17	11	2	3
Olfr297	3	1	4	0	2	0	3	13
Olfr298	0	1	2	0	0	0	2	2
Olfr299	26	2	1	2	2	0	1	4
Olfr3	3	2	0	1	0	0	1	1
Olfr30	0	2	0	3	1	0	0	1
Olfr301	0	0	0	1	8	0	1	0
Olfr303	2	3	4	0	3	0	2	0
Olfr304	2	0	0	0	0	0	1	5
Olfr305	7	5	1	7	6	0	5	10
Olfr307	1	1	2	1	6	0	15	5
Olfr308	1	2	6	0	6	0	6	1
Olfr309	0	0	0	2	0	0	2	3
Olfr31	3	1	0	0	5	1	1	4
Olfr310	1	0	1	0	3	0	2	5
Olfr311	4	0	0	1	2	1	1	0
Olfr312	0	0	0	2	5	0	0	6
Olfr313	7	1	0	1	0	1	0	3
Olfr314	0	4	0	1	0	0	2	3
Olfr315	1	2	1	0	2	0	0	0
Olfr316	3	2	0	0	0	0	1	1
Olfr317	1	4	0	0	5	1	0	2
Olfr318	4	0	2	0	2	1	2	2
Olfr319	2	3	15	0	2	0	3	2
Olfr32	1	2	0	2	1	1	3	3
Olfr320	2	0	1	5	3	0	1	0
Olfr322	1	0	3	0	5	0	0	9
Olfr323	0	3	0	1	0	0	0	0
Olfr324	3	3	2	0	0	0	1	0
Olfr325	0	1	0	0	0	0	8	0
Olfr328	0	3	0	0	3	0	3	0
Olfr329-ps	1	6	1	0	0	3	2	0
Olfr33	4	0	0	3	0	0	0	0
Olfr330	0	1	3	0	2	0	1	3
Olfr331	3	0	0	0	0	0	0	1
Olfr332	3	3	4	1	1	4	0	6
Olfr338	2	18	4	1	2	0	1	3
Olfr339	2	0	1	0	6	0	1	3
Olfr340	6	1	2	0	0	0	0	0
Olfr341	9	1	18	7	16	0	8	1
